SK_ID_CURR,split
231135,train
348665,train
151635,train
356815,train
153042,train
439698,train
184209,train
103384,train
409779,train
156331,train
454950,train
287604,train
292954,train
183018,train
219973,train
341246,train
450863,train
428939,train
118955,train
352599,train
119357,train
401165,train
426379,train
204769,train
199392,train
266501,train
444105,train
322451,train
169540,train
339751,train
261538,train
345227,train
146414,train
319335,train
255787,train
272045,train
154776,train
300271,train
321700,train
332249,train
135706,train
442585,train
260363,train
195121,train
245909,train
283659,train
454952,train
241422,train
436128,train
371190,train
263990,train
228135,train
157633,train
250054,train
301978,train
237903,train
111942,train
395874,train
426526,train
429166,train
414756,train
379431,train
158244,train
422386,train
430809,train
364888,train
325614,train
187200,train
452001,train
212395,train
221197,train
249679,train
282418,train
204917,train
178583,train
202236,train
379443,train
156316,train
223000,train
110799,train
257930,train
312268,train
270190,train
429870,train
188170,train
102150,train
284840,train
267593,train
356809,train
136117,train
182776,train
209523,train
388177,train
128966,train
157488,train
320679,train
422672,train
386176,train
237831,train
235806,train
297020,train
156141,train
225508,train
351108,train
303275,train
377704,train
233772,train
308337,train
263332,train
278068,train
300685,train
197095,train
443925,train
309533,train
127217,train
369799,train
157035,train
213625,train
275736,train
196246,train
420035,train
146689,train
146272,train
300774,train
334003,train
346228,train
106517,train
394655,train
410627,train
337245,train
245151,train
211607,train
292615,train
441993,train
416420,train
305401,train
429048,train
284722,train
161919,train
230571,train
414557,train
348494,train
185898,train
228748,train
127312,train
301249,train
404321,train
223333,train
334908,train
279777,train
281969,train
115050,train
345743,train
375814,train
339906,train
194432,train
304639,train
121115,train
399847,train
249022,train
260677,train
244871,train
137074,train
203202,train
447787,train
270308,train
417022,train
162700,train
270586,train
454769,train
309327,train
140578,train
353742,train
291913,train
313102,train
367164,train
420494,train
190202,train
183023,train
138869,train
430955,train
368596,train
400010,train
272601,train
160499,train
280836,train
211220,train
310785,train
330887,train
381124,train
253400,train
256378,train
224840,train
360922,train
157521,train
430821,train
440872,train
164058,train
264936,train
367826,train
230384,train
120726,train
374120,train
269416,train
203925,train
439703,train
375570,train
115042,train
330619,train
159896,train
395606,train
183970,train
440931,train
366923,train
170280,train
452437,train
266352,train
212840,train
377986,train
388741,train
128540,train
216169,train
208529,train
341677,train
302330,train
383411,train
313516,train
246330,train
183284,train
265278,train
438238,train
361542,train
145789,train
175721,train
188160,train
255993,train
205653,train
337744,train
191764,train
162957,train
341508,train
153543,train
137961,train
332892,train
454836,train
353385,train
220982,train
281689,train
116139,train
418819,train
362732,train
437654,train
146966,train
150063,train
118107,train
208980,train
419184,train
342025,train
424094,train
421932,train
330098,train
344378,train
103872,train
359174,train
118958,train
282989,train
354467,train
181614,train
204062,train
330689,train
396540,train
367784,train
276644,train
176558,train
346319,train
102899,train
377365,train
325045,train
445975,train
442377,train
401809,train
286080,train
367536,train
254200,train
384663,train
389887,train
232292,train
398845,train
311196,train
359900,train
177858,train
328306,train
180581,train
116649,train
372271,train
247812,train
273586,train
409698,train
292484,train
100409,train
399724,train
132265,train
453400,train
154948,train
160313,train
213617,train
387602,train
378859,train
195628,train
391727,train
250989,train
260043,train
150723,train
385548,train
183929,train
209871,train
395961,train
194238,train
250204,train
359417,train
290053,train
203224,train
189830,train
243164,train
292950,train
238910,train
114906,train
138928,train
128477,train
102502,train
116231,train
202221,train
275717,train
182607,train
375633,train
330361,train
222647,train
178120,train
331806,train
360253,train
404045,train
384957,train
135203,train
324820,train
383479,train
140163,train
387899,train
429068,train
211252,train
239523,train
149148,train
184939,train
192040,train
300373,train
408272,train
198696,train
365507,train
186693,train
361864,train
367565,train
407580,train
205408,train
425538,train
265063,train
385259,train
127405,train
441296,train
417528,train
437241,train
276790,train
139983,train
359340,train
166603,train
360092,train
366365,train
418444,train
372547,train
179507,train
411131,train
442389,train
286329,train
304443,train
135623,train
330968,train
100788,train
250895,train
252686,train
246397,train
197993,train
254941,train
305092,train
153258,train
453589,train
298582,train
280978,train
347069,train
153451,train
337701,train
121829,train
124507,train
442930,train
276806,train
438901,train
130484,train
180590,train
188681,train
432421,train
130433,train
356381,train
361973,train
378153,train
192123,train
264500,train
132709,train
357913,train
328789,train
107574,train
216400,train
388673,train
198180,train
395074,train
154553,train
152508,train
444643,train
427424,train
415023,train
395885,train
223734,train
234364,train
232248,train
437139,train
217552,train
238542,train
314188,train
434161,train
308915,train
405091,train
346462,train
313792,train
253042,train
111733,train
179601,train
226856,train
228637,train
429159,train
277316,train
416119,train
123647,train
138217,train
418407,train
362862,train
236464,train
216678,train
181531,train
185111,train
281962,train
100448,train
324344,train
180730,train
149685,train
297782,train
375460,train
345293,train
216700,train
353531,train
307305,train
141226,train
166105,train
139897,train
364316,train
389362,train
314684,train
306134,train
331541,train
202668,train
454839,train
294708,train
369013,train
104438,train
255836,train
274923,train
321441,train
119716,train
374406,train
357588,train
296414,train
154144,train
117850,train
346086,train
354359,train
158569,train
331210,train
132314,train
235858,train
342571,train
219687,train
401845,train
398204,train
185554,train
143833,train
132001,train
202676,train
132907,train
288531,train
178893,train
392675,train
373610,train
223469,train
387822,train
179708,train
359624,train
142134,train
361850,train
107479,train
243901,train
200372,train
326333,train
395546,train
354436,train
244490,train
379493,train
288684,train
386527,train
346168,train
453456,train
239269,train
314437,train
257985,train
290984,train
323910,train
131250,train
312066,train
422752,train
178595,train
201478,train
106770,train
147887,train
114351,train
148562,train
416422,train
438635,train
193149,train
214904,train
165702,train
444205,train
150321,train
285971,train
106198,train
453050,train
231642,train
417237,train
349830,train
377911,train
443659,train
355735,train
175166,train
392019,train
389520,train
241658,train
111606,train
133014,train
225676,train
320572,train
109271,train
383699,train
368020,train
369472,train
423666,train
396604,train
123181,train
187913,train
406883,train
221839,train
237341,train
315675,train
297150,train
426116,train
305625,train
150323,train
226850,train
264612,train
181864,train
113526,train
183519,train
431406,train
286647,train
320949,train
351208,train
114926,train
228896,train
107881,train
276969,train
239586,train
317388,train
229434,train
448988,train
426278,train
416319,train
451509,train
188728,train
126712,train
119728,train
227923,train
437946,train
414236,train
149065,train
276208,train
273307,train
303523,train
278133,train
446923,train
137766,train
185956,train
366695,train
317233,train
301450,train
237633,train
131940,train
146777,train
429889,train
325036,train
298977,train
100465,train
146585,train
237779,train
445217,train
236515,train
338762,train
204486,train
408721,train
373245,train
417177,train
335892,train
157843,train
400170,train
153156,train
331889,train
280302,train
152642,train
354045,train
102953,train
339904,train
403045,train
160063,train
386097,train
289547,train
379883,train
309679,train
105799,train
383858,train
323349,train
190426,train
299779,train
288486,train
193495,train
250892,train
348013,train
350675,train
137725,train
412164,train
215665,train
377464,train
301482,train
148191,train
207072,train
422139,train
126556,train
311908,train
434706,train
231492,train
329515,train
125825,train
440231,train
261948,train
221188,train
204634,train
123407,train
323131,train
441432,train
253597,train
110397,train
365393,train
295188,train
439136,train
408271,train
401108,train
353599,train
445130,train
212827,train
348160,train
211151,train
192440,train
108240,train
327757,train
392058,train
238652,train
325348,train
254225,train
109325,train
237924,train
270583,train
370281,train
222657,train
413350,train
310661,train
250779,train
259183,train
203332,train
268253,train
382742,train
159854,train
208439,train
454003,train
410346,train
454667,train
169750,train
212532,train
380776,train
400394,train
107323,train
107242,train
381642,train
245774,train
231428,train
260618,train
201276,train
115907,train
394866,train
418409,train
159933,train
407803,train
311599,train
295978,train
206650,train
402034,train
358591,train
210259,train
289829,train
348616,train
347767,train
292689,train
391770,train
421132,train
452538,train
111548,train
170279,train
174235,train
430286,train
329968,train
361375,train
265066,train
280083,train
315005,train
397960,train
406553,train
406422,train
166037,train
341180,train
250016,train
127378,train
295697,train
405053,train
107324,train
125142,train
364030,train
120565,train
435538,train
139906,train
358371,train
286830,train
289353,train
367407,train
132243,train
316691,train
136259,train
349010,train
427378,train
371346,train
310718,train
343546,train
174237,train
333933,train
277245,train
196945,train
335547,train
371398,train
176193,train
434926,train
441290,train
330117,train
204704,train
114189,train
356721,train
243803,train
301361,train
320756,train
258243,train
152336,train
389180,train
208365,train
248146,train
305211,train
139410,train
198085,train
413175,train
266655,train
230669,train
150058,train
329438,train
231772,train
376038,train
161332,train
166239,train
298452,train
229085,train
233492,train
143098,train
226976,train
411983,train
394754,train
429395,train
208945,train
301843,train
177121,train
445026,train
105896,train
299386,train
416571,train
114666,train
359331,train
277781,train
382686,train
438589,train
109834,train
416155,train
164189,train
143612,train
137000,train
267012,train
257189,train
299342,train
178420,train
123566,train
340280,train
433688,train
379718,train
395574,train
196259,train
231218,train
204343,train
341200,train
443043,train
325898,train
389458,train
252276,train
404752,train
343722,train
362443,train
439007,train
130594,train
330052,train
152363,train
260743,train
190838,train
159105,train
334129,train
176192,train
163698,train
378321,train
229868,train
125453,train
238757,train
302120,train
329726,train
215595,train
149531,train
321285,train
372390,train
296099,train
214922,train
245736,train
228443,train
363485,train
372191,train
242945,train
104561,train
116942,train
208763,train
130884,train
147733,train
254177,train
139166,train
358839,train
137112,train
375799,train
351275,train
222273,train
232406,train
391529,train
372531,train
433986,train
258136,train
104314,train
359388,train
366912,train
447475,train
395019,train
236587,train
447401,train
286393,train
168482,train
309053,train
202224,train
114043,train
118281,train
298941,train
448431,train
281973,train
361450,train
455471,train
308743,train
388606,train
215425,train
160128,train
335078,train
226292,train
191407,train
376557,train
299596,train
289855,train
281666,train
258343,train
110826,train
187815,train
153013,train
356253,train
369760,train
203735,train
114170,train
437207,train
333461,train
411269,train
126287,train
336354,train
153217,train
259150,train
136301,train
177223,train
404167,train
354977,train
356842,train
181164,train
106532,train
218237,train
303074,train
356500,train
202068,train
441332,train
418968,train
113454,train
322067,train
207352,train
417055,train
132949,train
227842,train
445089,train
172566,train
275838,train
226352,train
167990,train
416318,train
380302,train
111451,train
333272,train
303667,train
120072,train
437587,train
309676,train
105337,train
261143,train
344564,train
280557,train
104781,train
258992,train
131024,train
164303,train
287293,train
128703,train
384257,train
387347,train
144000,train
271717,train
161459,train
412535,train
261230,train
368631,train
178280,train
134027,train
441355,train
338809,train
370799,train
305209,train
242272,train
218594,train
301172,train
392117,train
390063,train
294304,train
322238,train
301390,train
400321,train
417792,train
446113,train
303764,train
112873,train
293317,train
202607,train
265382,train
243450,train
423284,train
407560,train
442145,train
392237,train
298300,train
411742,train
422223,train
270451,train
212849,train
266172,train
270820,train
439410,train
206168,train
138866,train
341999,train
259169,train
321912,train
137329,train
274159,train
342661,train
354484,train
133427,train
161828,train
162774,train
325383,train
304023,train
110517,train
434520,train
337231,train
288233,train
410722,train
317706,train
324948,train
305034,train
269836,train
189060,train
113827,train
244059,train
106376,train
249094,train
162230,train
240153,train
143062,train
306492,train
137520,train
250619,train
277519,train
287244,train
364935,train
445613,train
203316,train
439297,train
301639,train
290519,train
313732,train
226550,train
337458,train
123162,train
227118,train
109090,train
183516,train
253371,train
141302,train
172448,train
238686,train
321530,train
258467,train
264843,train
440099,train
162664,train
187232,train
255248,train
274139,train
178543,train
101475,train
335048,train
234140,train
447449,train
407848,train
230851,train
363417,train
329305,train
209150,train
277153,train
107697,train
416573,train
263181,train
435867,train
244103,train
426038,train
383901,train
258234,train
110656,train
383055,train
312523,train
132435,train
365982,train
240332,train
220703,train
121531,train
256777,train
380780,train
325423,train
214763,train
167718,train
194237,train
447636,train
395476,train
347195,train
442327,train
292154,train
335510,train
237429,train
167812,train
199223,train
205504,train
161394,train
337309,train
402107,train
451364,train
432039,train
422904,train
100329,train
161720,train
257969,train
250804,train
164389,train
421039,train
445687,train
175713,train
338192,train
347548,train
282071,train
292948,train
211122,train
454270,train
190919,train
320703,train
274979,train
154107,train
306861,train
446741,train
391007,train
272258,train
338443,train
128334,train
388720,train
304532,train
168265,train
454047,train
205350,train
177139,train
260720,train
290795,train
131732,train
253694,train
329869,train
211848,train
419937,train
342488,train
238423,train
277535,train
223222,train
166595,train
331181,train
358499,train
432928,train
137905,train
179193,train
101969,train
299502,train
136166,train
205489,train
180008,train
287466,train
282519,train
217234,train
137652,train
127307,train
350707,train
284921,train
284994,train
293291,train
271454,train
117205,train
429752,train
173255,train
428216,train
150743,train
220428,train
281693,train
143904,train
192778,train
211615,train
227217,train
224552,train
422614,train
361033,train
291439,train
367068,train
440459,train
221588,train
110021,train
436578,train
161102,train
425814,train
159186,train
365604,train
261552,train
197028,train
356701,train
447249,train
228428,train
409678,train
344205,train
439734,train
449106,train
310548,train
200386,train
297810,train
128491,train
158992,train
282445,train
239226,train
338330,train
197791,train
243466,train
149905,train
415419,train
424050,train
408784,train
261211,train
151776,train
261533,train
172177,train
235487,train
183724,train
140773,train
372585,train
281412,train
321762,train
342179,train
436158,train
251685,train
389040,train
191901,train
140500,train
310133,train
288334,train
445727,train
378137,train
204807,train
443802,train
299424,train
103464,train
289378,train
399103,train
167878,train
365755,train
257072,train
278418,train
279218,train
388884,train
363205,train
342700,train
267406,train
357636,train
192302,train
104076,train
373178,train
165201,train
156130,train
321946,train
195701,train
171086,train
236635,train
269307,train
368584,train
152587,train
108836,train
223565,train
281796,train
387036,train
333369,train
384345,train
234277,train
443323,train
255644,train
166377,train
162407,train
127922,train
155487,train
423331,train
387280,train
233275,train
129277,train
179099,train
388732,train
106061,train
442844,train
138026,train
193870,train
449326,train
203672,train
252839,train
178355,train
228651,train
430704,train
399954,train
204114,train
451177,train
347631,train
251746,train
431332,train
143676,train
134785,train
246217,train
168976,train
315453,train
358410,train
219702,train
209520,train
212290,train
220615,train
387180,train
422779,train
238494,train
176792,train
232727,train
100805,train
425823,train
168824,train
273322,train
454514,train
365930,train
186347,train
443108,train
138989,train
139267,train
392561,train
449369,train
205639,train
141355,train
289994,train
386771,train
400164,train
412944,train
147556,train
436123,train
389120,train
442072,train
111801,train
120731,train
362523,train
334688,train
148507,train
337072,train
183522,train
441589,train
451595,train
161906,train
161667,train
281175,train
294508,train
269453,train
175466,train
409118,train
185665,train
431978,train
288098,train
389602,train
347972,train
105951,train
436602,train
375793,train
395994,train
313739,train
304856,train
224412,train
264812,train
327255,train
312439,train
346718,train
163687,train
265548,train
122372,train
357194,train
207614,train
425522,train
433909,train
360648,train
409290,train
269621,train
223290,train
127751,train
311216,train
347015,train
385077,train
282258,train
382809,train
362952,train
131663,train
316871,train
390751,train
150583,train
422133,train
158834,train
127602,train
455083,train
100535,train
280741,train
333295,train
264449,train
453368,train
331114,train
175335,train
236962,train
391396,train
267164,train
435036,train
216103,train
180208,train
401962,train
143311,train
179719,train
396468,train
200852,train
197052,train
217345,train
148885,train
193687,train
139640,train
222836,train
272218,train
378975,train
100890,train
307276,train
407621,train
380995,train
304727,train
269420,train
308489,train
226558,train
182351,train
215740,train
113274,train
118159,train
415347,train
154360,train
275546,train
189235,train
426166,train
354926,train
438579,train
126829,train
167985,train
304488,train
238875,train
389557,train
295060,train
337476,train
395985,train
286290,train
108897,train
338569,train
263681,train
347713,train
374130,train
362788,train
284834,train
373887,train
368515,train
223230,train
158250,train
258421,train
227737,train
384717,train
315464,train
154560,train
183052,train
305085,train
232690,train
140159,train
165851,train
291939,train
356208,train
231099,train
289960,train
436979,train
346788,train
305353,train
180817,train
249796,train
425322,train
143074,train
197214,train
108487,train
428265,train
432545,train
450639,train
386051,train
244880,train
140184,train
100201,train
329324,train
383655,train
161697,train
222049,train
165481,train
143512,train
346773,train
402215,train
317181,train
199674,train
174691,train
334956,train
448106,train
428905,train
403953,train
180298,train
171164,train
326745,train
257584,train
187669,train
111659,train
321882,train
379958,train
432360,train
259812,train
135588,train
100988,train
133141,train
303226,train
240913,train
136174,train
329085,train
394996,train
180138,train
135550,train
110435,train
427169,train
246184,train
327055,train
349527,train
370359,train
304866,train
323429,train
342246,train
185986,train
249366,train
189887,train
390526,train
301153,train
110727,train
436211,train
305519,train
113572,train
176703,train
130971,train
238350,train
239463,train
151950,train
350257,train
346032,train
226122,train
143811,train
419855,train
337771,train
408013,train
275073,train
176053,train
100682,train
309556,train
384336,train
291514,train
383262,train
408322,train
209179,train
264009,train
154196,train
251647,train
316170,train
357930,train
237250,train
247652,train
205055,train
210368,train
303894,train
263637,train
249204,train
385673,train
338185,train
300769,train
370739,train
169979,train
269696,train
127941,train
291471,train
436447,train
196511,train
140614,train
280082,train
165113,train
262701,train
128290,train
191750,train
202784,train
186874,train
231465,train
446291,train
100503,train
302946,train
146550,train
128518,train
308458,train
455444,train
180273,train
282981,train
452063,train
198328,train
135117,train
294003,train
344473,train
309483,train
420339,train
403066,train
125421,train
327329,train
173321,train
250289,train
328364,train
172295,train
327299,train
135370,train
204063,train
111111,train
251263,train
307133,train
326991,train
150830,train
197753,train
129209,train
288989,train
454805,train
295391,train
187799,train
243376,train
193352,train
339752,train
404790,train
115924,train
298102,train
314474,train
104586,train
230138,train
168301,train
424451,train
294823,train
211556,train
381845,train
256596,train
335376,train
287944,train
250626,train
102992,train
334181,train
364541,train
132070,train
157043,train
376987,train
327387,train
409700,train
274119,train
203346,train
193089,train
380360,train
454633,train
443022,train
445004,train
380669,train
350668,train
310045,train
317258,train
410621,train
268882,train
286515,train
252666,train
248580,train
183943,train
286701,train
103431,train
243227,train
315776,train
263722,train
147167,train
122979,train
231919,train
280656,train
382982,train
388949,train
173289,train
147926,train
370390,train
265239,train
312913,train
398367,train
178158,train
406404,train
410008,train
383376,train
282042,train
242064,train
434828,train
231741,train
232146,train
324333,train
175744,train
204695,train
307064,train
420922,train
185333,train
207247,train
334548,train
122173,train
300449,train
215338,train
284143,train
210855,train
317681,train
268577,train
405777,train
178658,train
150566,train
382929,train
355110,train
361105,train
249606,train
144141,train
161229,train
387327,train
199596,train
423831,train
382907,train
189354,train
389285,train
297341,train
414283,train
186856,train
420329,train
155619,train
377550,train
358003,train
215477,train
342591,train
187594,train
129214,train
365720,train
283480,train
213699,train
305649,train
240170,train
401328,train
137598,train
202338,train
249675,train
274659,train
164911,train
290892,train
281288,train
300123,train
376694,train
283175,train
231929,train
199227,train
346678,train
271264,train
106773,train
216661,train
371942,train
239949,train
352516,train
300124,train
432337,train
274133,train
268738,train
153686,train
115694,train
315181,train
317023,train
101322,train
228451,train
180618,train
242128,train
254467,train
250969,train
141223,train
173245,train
293969,train
172677,train
169636,train
130351,train
180241,train
382175,train
175009,train
315976,train
278387,train
333424,train
310154,train
370698,train
329042,train
133283,train
133214,train
356587,train
295856,train
207694,train
216314,train
102481,train
403448,train
383768,train
422162,train
207879,train
318703,train
258932,train
427721,train
188665,train
347601,train
109449,train
411067,train
129656,train
167034,train
446364,train
358346,train
150663,train
132116,train
122595,train
275854,train
193547,train
363991,train
361861,train
113286,train
371827,train
124765,train
273028,train
436030,train
167186,train
113835,train
131900,train
431936,train
377954,train
164742,train
313571,train
244214,train
283614,train
434441,train
284142,train
252739,train
190088,train
314159,train
174750,train
201897,train
165294,train
120531,train
431832,train
282586,train
211217,train
231573,train
347396,train
248222,train
263067,train
298210,train
388832,train
278820,train
442526,train
274833,train
348628,train
178923,train
182158,train
272523,train
206886,train
355622,train
202483,train
240891,train
385086,train
106192,train
332138,train
329933,train
203635,train
140770,train
206154,train
290802,train
105864,train
306500,train
320727,train
317732,train
366824,train
436318,train
226964,train
344956,train
316795,train
296466,train
377582,train
157835,train
360235,train
112550,train
136858,train
341895,train
434252,train
259326,train
311619,train
342347,train
342602,train
207395,train
136328,train
373320,train
412698,train
398144,train
115987,train
102929,train
218284,train
247932,train
182564,train
385833,train
109433,train
300728,train
309937,train
385537,train
135538,train
125181,train
429705,train
243819,train
179232,train
126982,train
328216,train
241910,train
447779,train
240682,train
259630,train
283560,train
418385,train
443848,train
264988,train
406714,train
113440,train
258826,train
308300,train
187798,train
278182,train
118815,train
438216,train
225259,train
153248,train
211059,train
350345,train
192060,train
391235,train
251626,train
320834,train
384916,train
418520,train
388874,train
372852,train
377370,train
190377,train
400048,train
320086,train
348128,train
451878,train
148929,train
344548,train
419747,train
321034,train
422659,train
209886,train
448028,train
276628,train
353568,train
313103,train
174404,train
360282,train
231545,train
449453,train
246605,train
330588,train
257817,train
225615,train
330908,train
240370,train
268419,train
200949,train
185312,train
210186,train
309155,train
297720,train
187661,train
449399,train
275733,train
327608,train
108312,train
264810,train
369642,train
352916,train
106483,train
260098,train
288552,train
192126,train
147575,train
215216,train
312345,train
237870,train
263135,train
261638,train
169277,train
255257,train
413512,train
210878,train
366343,train
269861,train
109578,train
404989,train
322343,train
388288,train
232439,train
320360,train
182605,train
228448,train
336765,train
130682,train
380755,train
275715,train
426103,train
192411,train
103268,train
193313,train
363546,train
133133,train
120822,train
446528,train
329262,train
135567,train
364584,train
353229,train
151096,train
342474,train
329467,train
191891,train
405727,train
127077,train
188147,train
302744,train
223901,train
263206,train
300575,train
248714,train
256823,train
266825,train
326287,train
187376,train
419392,train
401587,train
303212,train
322341,train
267092,train
101634,train
251563,train
402971,train
223875,train
380050,train
186705,train
379247,train
118318,train
342203,train
316887,train
174258,train
292527,train
197249,train
439258,train
122756,train
148354,train
352616,train
374377,train
352134,train
346018,train
209925,train
301014,train
443302,train
346470,train
418834,train
399927,train
197928,train
271610,train
217017,train
368198,train
179245,train
319884,train
371392,train
348705,train
105693,train
333147,train
308540,train
358440,train
158287,train
250599,train
148434,train
274495,train
300739,train
358882,train
442806,train
123523,train
317674,train
327984,train
324150,train
304908,train
221096,train
171604,train
289791,train
302576,train
218763,train
200090,train
365238,train
110743,train
367443,train
297343,train
428434,train
198970,train
143654,train
287327,train
208682,train
361107,train
193678,train
323442,train
159434,train
188706,train
171432,train
309755,train
207047,train
252285,train
288270,train
276265,train
249710,train
400403,train
382341,train
239127,train
393432,train
280855,train
307749,train
197143,train
357229,train
422233,train
269798,train
133350,train
295815,train
357718,train
235913,train
361482,train
446769,train
156534,train
171816,train
327384,train
396848,train
448423,train
408059,train
368138,train
422865,train
250046,train
110564,train
373672,train
306482,train
336185,train
174728,train
408841,train
389077,train
270484,train
411429,train
121605,train
301069,train
171324,train
385089,train
302316,train
341700,train
268629,train
107084,train
279117,train
368705,train
263887,train
158043,train
404297,train
444188,train
381979,train
252398,train
299872,train
211619,train
383797,train
437132,train
427301,train
105645,train
356618,train
102343,train
208803,train
246952,train
109233,train
327545,train
430380,train
283081,train
190642,train
453759,train
303577,train
343048,train
385088,train
349918,train
364003,train
305247,train
431907,train
309596,train
444439,train
254760,train
321560,train
255655,train
373439,train
281155,train
284302,train
408218,train
394407,train
138386,train
118208,train
205805,train
390454,train
449888,train
325435,train
221670,train
192582,train
373888,train
304403,train
287418,train
367301,train
137405,train
224276,train
220711,train
294585,train
454067,train
350197,train
116642,train
420145,train
445914,train
365146,train
243632,train
363338,train
168183,train
448452,train
268775,train
104054,train
134207,train
416394,train
430341,train
420208,train
164928,train
375871,train
315867,train
412266,train
205967,train
223138,train
397598,train
347790,train
258820,train
318419,train
349578,train
167352,train
314472,train
107250,train
272024,train
375434,train
132023,train
310059,train
212796,train
107341,train
437700,train
116567,train
160264,train
370087,train
283924,train
334366,train
431613,train
442272,train
250926,train
372267,train
256959,train
264408,train
186792,train
221275,train
180746,train
310157,train
242724,train
391780,train
233442,train
415922,train
101589,train
333581,train
291752,train
322352,train
159277,train
348147,train
230432,train
426807,train
393169,train
189535,train
237558,train
337872,train
434070,train
213614,train
195043,train
290465,train
310503,train
200418,train
276627,train
351681,train
285538,train
331271,train
173567,train
140102,train
428012,train
339562,train
128384,train
173682,train
220250,train
344993,train
362133,train
403239,train
225429,train
358552,train
308198,train
215236,train
292155,train
276591,train
172860,train
393096,train
275004,train
252341,train
112455,train
147553,train
208947,train
419963,train
336694,train
436500,train
181316,train
135087,train
230516,train
419628,train
438062,train
257035,train
313635,train
384167,train
234341,train
300546,train
131972,train
121530,train
415806,train
294419,train
253152,train
160858,train
354073,train
333675,train
132501,train
422831,train
411998,train
411323,train
407854,train
400739,train
329038,train
364319,train
148495,train
410222,train
331238,train
406503,train
401335,train
392486,train
282556,train
246584,train
404572,train
278920,train
199044,train
445259,train
245673,train
271170,train
277230,train
440112,train
399504,train
299656,train
431581,train
111839,train
153122,train
134781,train
110314,train
412700,train
202398,train
229937,train
237030,train
197373,train
238442,train
383570,train
117763,train
104546,train
213452,train
338643,train
437159,train
268541,train
168451,train
162107,train
311909,train
172806,train
363438,train
446123,train
426883,train
407562,train
288661,train
410889,train
162552,train
347257,train
387913,train
183718,train
400621,train
150440,train
173814,train
207571,train
306326,train
445817,train
122100,train
133110,train
268923,train
415617,train
109310,train
381213,train
366335,train
293068,train
185133,train
405358,train
446344,train
386002,train
176171,train
432437,train
423921,train
317545,train
159306,train
343110,train
283721,train
203168,train
455359,train
274567,train
406721,train
318641,train
417728,train
395751,train
418285,train
335151,train
424206,train
295208,train
253714,train
320791,train
165205,train
199495,train
232667,train
152092,train
441193,train
301958,train
252749,train
226411,train
426295,train
127161,train
354778,train
426495,train
164257,train
340207,train
103375,train
232890,train
167883,train
331830,train
287966,train
295463,train
298502,train
198669,train
435006,train
181897,train
192068,train
229175,train
173235,train
194872,train
421229,train
387235,train
382013,train
390289,train
121600,train
297054,train
146615,train
416468,train
362111,train
165162,train
144778,train
281649,train
246406,train
356635,train
156338,train
389774,train
371316,train
242893,train
108049,train
315405,train
166120,train
366736,train
318698,train
271745,train
438586,train
182913,train
247828,train
199679,train
300466,train
136720,train
238934,train
337956,train
181973,train
282362,train
339651,train
316757,train
378746,train
214075,train
281602,train
171715,train
365012,train
443173,train
178743,train
167234,train
151258,train
273335,train
288221,train
192529,train
343993,train
151061,train
360040,train
312940,train
190963,train
126116,train
181036,train
110992,train
285091,train
232826,train
242109,train
420146,train
164099,train
221909,train
196424,train
382481,train
440280,train
228064,train
416376,train
346817,train
299115,train
177627,train
259387,train
250125,train
115558,train
276713,train
452818,train
425790,train
152725,train
266279,train
186244,train
414421,train
412767,train
275881,train
295579,train
301678,train
286716,train
148666,train
414842,train
309773,train
293699,train
332088,train
111023,train
378896,train
438190,train
364504,train
138760,train
317310,train
271488,train
264287,train
151788,train
196062,train
152691,train
215748,train
453122,train
109951,train
383044,train
299385,train
255919,train
285664,train
139035,train
123782,train
223021,train
402748,train
343404,train
221244,train
232933,train
205488,train
298797,train
146499,train
376889,train
155563,train
336113,train
138769,train
376746,train
369136,train
202400,train
183865,train
290188,train
373881,train
411279,train
160391,train
440212,train
299148,train
157946,train
386129,train
106318,train
408029,train
396325,train
202130,train
439787,train
420231,train
196599,train
325107,train
252086,train
360813,train
406193,train
220533,train
388231,train
168609,train
438935,train
106128,train
454373,train
204327,train
414824,train
307760,train
286298,train
168681,train
361519,train
448745,train
415391,train
181592,train
374094,train
271092,train
224715,train
296569,train
188881,train
342736,train
435462,train
149325,train
296993,train
176514,train
206760,train
113468,train
323264,train
344724,train
237689,train
345031,train
154484,train
206837,train
329227,train
310875,train
229988,train
112415,train
123390,train
164054,train
331425,train
288805,train
451514,train
140940,train
409251,train
326248,train
395943,train
167749,train
308437,train
169303,train
359510,train
223351,train
438545,train
408946,train
302131,train
401284,train
245495,train
434299,train
258900,train
256904,train
136826,train
449108,train
336720,train
418620,train
449538,train
259631,train
311197,train
401613,train
408596,train
147867,train
423941,train
306611,train
193688,train
245008,train
303018,train
157398,train
141921,train
400996,train
375307,train
162892,train
103133,train
144426,train
147805,train
160916,train
314074,train
159588,train
331548,train
296180,train
315998,train
227232,train
254497,train
248234,train
342209,train
406226,train
403449,train
388851,train
268263,train
219714,train
396720,train
313353,train
252787,train
406447,train
112726,train
167183,train
411038,train
100139,train
368940,train
280221,train
435186,train
451071,train
152635,train
344839,train
207575,train
171777,train
449226,train
379163,train
447423,train
434088,train
118017,train
122605,train
159900,train
447870,train
263671,train
280291,train
256011,train
114074,train
399326,train
123253,train
367522,train
282853,train
151448,train
229138,train
269910,train
102735,train
385011,train
225933,train
210026,train
201204,train
259181,train
137472,train
330910,train
291451,train
150791,train
298114,train
103915,train
274277,train
400222,train
105934,train
202672,train
190224,train
